index,Prompt,Generated Response,Expected Misconception
2302,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \begin{array}{l}605,321 \\ 3,506,212 \\ 650,312 \\ 3,652\end{array} \)
ConstructName: Order integers with a different number of digits
QuestionText: Which of these options show the numbers
650,312  
3,506,212
3,652
605,321
in order from smallest to largest?","The correct order should be:  
\( \begin{array}{l}3,652 \\ 605,321 \\ 650,312 \\ 3,506,212\end{array} \)","When ordering integers, orders from the digits at the end of the number instead of the digits at the start"
2476,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 57.1 \% \)
ConstructName: Convert decimals less than 1 with 2 decimal place to percentages
QuestionText: \( 0.01+57 \%= \)","The given answer is wrong because the correct calculation should be:

\( 0.01 + 57\% = 0.01 + 0.57 = 0.58 \)

So, the expression \( 0.01 + 57\% \) equals \( 0.58 \), which is \( 58\% \).",Multiplies by 10 instead of 100 when converting decimal to percentage
179,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1 \)
ConstructName: Multiply 3 digit integers by 1 digit integers using long multiplication
QuestionText: Charlotte is trying to solve this problem using long multiplication.

What should replace the star as the tens digit in her final answer? \( 538 \times 7 \) \begin{tabular}{r|r|r|r|}
\(\space\) & \( 5 \) & \( 3 \) & \( 8 \) \\
\( \times \) & \(\space\) & \(\space\) & \( 7 \) \\
\hline & \(\space\) & \(\bigstar\) & \\
\hline
\end{tabular}","The given answer is incorrect because it only provides the digit 1 for the tens place without showing the full calculation or providing a specific digit for the tens place of the result. Based on the multiplication \(538 \times 7\), the correct value for the tens place is 210, which means the star should represent the digit 2 in the tens place.",Forgets to carry the tens when doing column multiplication
2788,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Factorise a quadratic expression in the form x² - bx - c
QuestionText: Tom and Katie are arguing about factorising. Tom says \( x^{2}+5 x+6 \equiv(x+3)(x+2) \) 
Katie says \( x^{2}-5 x-6 \equiv(x-3)(x-2) \) 
Who is correct?",Both Tom and Katie are incorrect.,Believes multiplying two negatives gives a negative answer
1641,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 9 \)
ConstructName: Identify and count the faces, vertices and edges of a 3D shape
QuestionText: ![Line drawing of a triangular prism]() How many faces does this prism have?",The given answer is wrong. A triangular prism has 5 faces: two triangular faces and three rectangular faces.,Confuses the terms faces and edges
1397,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.3 \)
ConstructName: Given a positive x value, find the corresponding y value for reciprocal graphs
QuestionText: This is a part of the table of values for the equation \( y=\frac{3}{x} \) \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.1 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",The correct answer should be \( 30 \).,Multiplies instead of divides when division is written as a fraction
3351,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.006 \% \)
ConstructName: Convert decimals less than 1 with 1 decimal place to percentages
QuestionText: Convert this decimal to a percentage
\[
0.6
\]",The given answer \(0.006\%\) is wrong for converting \(0.6\) to a percentage. The correct answer should be \(60\%\).,Divides instead of multiplies when converting a decimal to a percentage
1261,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -0.333 \ldots \)
ConstructName: Find the reciprocal of a fraction
QuestionText: What is the reciprocal of \( -\frac{1}{3} \) ?",The given answer is incorrect. The reciprocal of \( -\frac{1}{3} \) should be \( -3 \).,Has an incorrect assumption about the definition of a reciprocal
3681,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 52 \% \)
ConstructName: Convert fractions to percentages containing 1 decimal place
QuestionText: What is \( \frac{13}{40} \) written as a percentage?",The given answer is incorrect. The correct answer should be \( 32.5 \% \).,Believes a fraction out of a number other than 100 represents a percentage
584,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 734 \)
ConstructName: Write a missing term of a descending integer linear sequence
QuestionText: \begin{tabular}{lclclclc|c|} \hline \(\bigstar\) & \( \;\) & 712 & \( \;\) &  \( \;\)\end{tabular} A descending linear sequence has a constant difference of \( 22 \) and the \( 3^{\text {rd }} \) term is \( 712 \).
What should replace the star?",The correct answer is \( 734 \). The previous answer of \( 734 \) is incorrect based on the given conditions.,When asked for a specific term in a sequence gives the next term
2037,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 64 \)
ConstructName: Use the order of operations to carry out calculations involving roots
QuestionText: \( \sqrt{8^{2}}= \)",The given answer is incorrect. The correct calculation should be \( \sqrt{8^2} = \sqrt{64} = 8 \).,Has completed only one of the two operations.
3960,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3 y^{3}}{2 y^{2}+3 y} \)
ConstructName: Simplify an algebraic fraction by factorising the denominator
QuestionText: Simplify the following: \( \frac{9 y^{3}}{6 y^{2}+3 y} \)",The given answer is incorrect because the numerator should be \( 9y^3 \) instead of \( 3y^3 \).,Thinks you can divide terms by different factors when simplifying an algebraic fraction
297,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1^{\text {st }} \) Dolphin
\( 2^{\text {nd }} \) Shark
\( 3^{\text {rd }} \) Starfish
ConstructName: Order negative decimals with the same number of digits
QuestionText: Here are the depths below sea level of \( 3 \) creatures:
Starfish: \( -7 m \)
Shark: \( -9 m \)
Dolphin: \( -8.3 \mathrm{~m} \)
Arrange their depths in ascending order, starting with the deepest","The given answer is wrong because it incorrectly arranges the depths of the creatures. The correct arrangement should be:

\( 2^{\text {nd }} \) Shark: \( -9 \, m \)
\( 3^{\text {rd }} \) Starfish: \( -7 \, m \)
\( 1^{\text {st }} \) Dolphin: \( -8.3 \, m \)

Ascending order means from the shallowest to the deepest depth, so the correct sequence is:
\( 3^{\text {rd }} \) Starfish: \( -7 \, m \)
\( 2^{\text {nd }} \) Shark: \( -9 \, m \)
\( 1^{\text {st }} \) Dolphin: \( -8.3 \, m \)","Thinks the more digits a number has the greater it is, regardless of place value"
1480,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \triangle=-16 \)
ConstructName: Complete the square for expressions that end up in the form a(x + b)² + c
QuestionText: When Aaron completes the square, what should replace the triangle?
\(
3 g^{2}-18 g-7 \equiv 3(g-3)^{2} \triangle
\)",The given answer is incorrect because the expression \(3g^2 - 18g - 7\) does not complete to the form \(3(g-3)^2 + \triangle\). Completing the square for \(3g^2 - 18g - 7\) would result in a different value for \(\triangle\).,"When multiplying out 2 or more brackets, does not multiply all the combinations of terms"
3720,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3}{s t} \)
ConstructName: Multiply algebraic fractions where the numerators and denominators are all single terms
QuestionText: Express the following as a single fraction, writing your answer as simply as possible:

\(
\frac{1}{s} \times \frac{2}{t}
\)",The correct answer should be \(\frac{2}{st}\).,"When multiplying fractions, adds the numerators and multiplies the denominators"
252,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 h^{2}=300 \)
\( (3 h)^{2}=300 \)
ConstructName: Substitute positive integer values into expressions involving powers or roots
QuestionText: When \( h=10 \)
Which of the following pairs of statements is true?","The given answer is incorrect because substituting \( h = 10 \) into both equations does not yield true statements. Let's evaluate:

For the first equation:
\[ 3h^2 = 3(10)^2 = 300 \]
This statement is correct.

For the second equation:
\[ (3h)^2 = (3 \times 10)^2 = 30^2 = 900 \]
This statement is incorrect since it should equal \( 300 \).

Therefore, the correct pair of true statements when \( h = 10 \) would be:
\[ 3h^2 = 300 \]
and
\[ 3h = 30 \]",Answers order of operations questions with brackets as if the brackets are not there
2450,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3}{9} \)
ConstructName: Add proper fractions with different denominators where one is a multiple of the other
QuestionText: Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",The given answer is incorrect. The correct answer should be \(\frac{5}{9}\).,Does not consider the denominator when adding/ subtracting fractions. Adds/subtracts the numerator and makes the denominator the one with the highest value.
2656,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 64 \)
ConstructName: Read values off a real life graph
QuestionText: ![A linear graph showing that 10 miles = £8. ]() The graph can be used to work out how much Kay's company pays her for travel.

Kay's company paid her \( £ 80 \)

How many miles did she travel?","The given answer is wrong under such circumstances because the information provided in the graph does not match the calculation needed to determine the number of miles traveled based on the payment amount. The graph shows that 10 miles cost £8, which means the rate is £0.8 per mile. To find out how many miles Kay traveled with £80, the correct calculation would be \( £80 ÷ £0.8 = 100 \) miles. Therefore, the correct answer should be 100 miles.","When reading value from graph, reads from the wrong axes."
2921,"Instruction: Why is the given answer wrong under such circumstances?
answer: Variable
ConstructName: Recognise and name a formula
QuestionText: Which of the following is the most appropriate word to describe: \( V=\frac{1}{3} \pi r^{2} h \) ![A cone, with the dimensions labelled h and r]()","The given answer ""Variable"" is wrong under such circumstances because the provided equation \( V=\frac{1}{3} \pi r^{2} h \) describes the volume of a cone, which is a specific geometric shape. The correct term to describe this equation in the context of Recognise and name a formula would be ""Formula"".",Confuses a variable with a formula
1228,"Instruction: Why is the given answer wrong under such circumstances?
answer: Write the numbers in ascending order.
ConstructName: Calculate the range from a list of data
QuestionText: When finding the range of a data set, what is the first step?","The given answer is wrong because it does not directly address the question about the first step in finding the range of a data set. It instead provides instructions on how to order numbers in ascending order, which is not relevant to determining the range. The correct first step in finding the range is to identify the minimum and maximum values in the data set.",Finds the median instead of the range
3392,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 15 \mathrm{~cm}^{2} \)
ConstructName: Calculate the area of a parallelogram where the dimensions are given in the same units
QuestionText: What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()","The given answer is incorrect. The correct area of the parallelogram should be calculated using the base and height, which are perpendicular to each other. Here, the base can be considered as 10 cm and the height as 3 cm. Therefore, the area should be \( 10 \mathrm{~cm} \times 3 \mathrm{~cm} = 30 \mathrm{~cm}^{2} \).",Has found the area of a triangle rather than an area of a parallelogram
2183,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A function machine which has 4 parts joined by arrows pointing from left to right. ""𝑥"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""✕ 2"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""+ 4"" written inside it, followed by a horizontal arrow pointing to ""y"".]()
ConstructName: Express a non-linear equation as a function machine
QuestionText: Which function machine matches the equation \( y=x^{2}+4 ? \)","The given answer does not match the equation \( y = x^2 + 4 \). The provided function machine represents multiplication and addition operations in sequence, but it does not include squaring of the input \( x \), which is necessary for the given equation.",Mixes up squaring and multiplying by 2 or doubling
3064,"Instruction: Why is the given answer wrong under such circumstances?
answer: They add together to make \[180\degree\]
ConstructName: Recognise the angles around a point relationship
QuestionText: What is the relationship between these two angles? ![\( \theta \)]()","The given answer is incorrect because it does not address the specific question about the relationship between the angles, particularly mentioning the sum of angles around a point which is not relevant to the context of the question. The correct response should discuss the properties or relationships specific to the angles in the question, such as vertical angles, supplementary angles, or angles formed by intersecting lines.",Believes angles around a point sum to 180
2836,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( p>-2 \)
ConstructName: Solve one-step linear inequalities in one variable where the variable appears on one side of the equation
QuestionText: Solve the inequality:
\(-3>p-1\)",The given answer is wrong under such circumstances because it does not solve the inequality correctly. The correct solution should be \( p < -2 \).,Believes the sides of an inequality can be switched without changing the direction of the sign
3380,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \{x \geq-2\} \cup\{x \leq 3\} \)
ConstructName: Solve quadratic inequalities from the graph of the quadratic
QuestionText: Using the graph of
\(
y=x^{2}-x-6
\)

What is the correct way to write the solution to
\(
y=x^{2}-x-6 \geq 0 ?
\) ![The is a parabolic graph that crosses the x axis at the points (-2,0) and (3,0) and crosses the y axis at (0, -6).]()","The given answer is wrong because the correct way to write the solution to \( y = x^2 - x - 6 \geq 0 \) should be \( \{x \leq -2\} \cup \{x \geq 3\} \) based on the graph provided. The graph shows that the parabola opens upwards and intersects the x-axis at \( x = -2 \) and \( x = 3 \), meaning the expression \( x^2 - x - 6 \) is greater than or equal to zero outside the interval between these roots.",Mixes up greater than and less than symbols
3588,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \bigcirc=+10 \)
ConstructName: Expand two brackets with linear terms in the form (x + a)(x + b)
QuestionText: What should replace the circle when these two brackets are expanded and simplified?
\(
(p-5)(p+2) \equiv p^{2} \triangle p \bigcirc
\)",\( \bigcirc=-3 \),Believes multiplying a positive by a negative gives a positive answer
3537,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -32 \)
ConstructName: Given a negative x value, find the corresponding y value for curves in the form y = x² + c
QuestionText: This is a part of the table of values for the equation
\(y=x^{2}+4\) \begin{tabular}{|l|l|}
\hline\( x \) & \( -6 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?","The correct answer should be 28, as you substitute \(x = -6\) into the equation \(y = x^2 + 4\):

\[ y = (-6)^2 + 4 = 36 + 4 = 40 \]

So, the given answer of \(-32\) is wrong.",Believes the square of a negative will also be negative
1896,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 40 \mathrm{~g} \)
ConstructName: Convert between kg and g
QuestionText: A \( 0.5 \) kilogram weight has \( 10 \) grams shaved off it.

What is the mass of the weight that remains?
Give your answer in grams.",The correct answer should be \( 400 \mathrm{~g} \).,Thinks there are 100g in a kilogram
157,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 7 \)
ConstructName: Round numbers greater than 1 to two significant figures
QuestionText: \(
180.5672
\)

What is the second significant figure in the number above?",The correct answer should be \( 8 \).,Does not understand the first significant value is the first non-zero digit number
3298,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 8 \)
ConstructName: Recognise cube numbers
QuestionText: What is the smallest odd cube number?",The correct answer should be \( 1 \) because \( 1 = 1^3 \) and it is the smallest odd cube number.,Mixes up odd and even numbers
497,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{8}{20} \)
ConstructName: Add proper fractions with the same denominator
QuestionText: Work out:
\(
\frac{3}{10}+\frac{5}{10}
\)
Write your answer in its simplest form.","The given answer is wrong because it should be \(\frac{8}{10}\), which simplifies to \(\frac{4}{5}\).","When adding fractions, adds the numerators and denominators"
2586,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \begin{array}{l}x=0.6 \\ y=4.6\end{array} \)
ConstructName: Solve linear simultaneous equations requiring a scaling of one expression
QuestionText: What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]","The given answer is wrong under such circumstances because it does not solve the given system of linear equations. The provided solution \( x = 0.6 \) and \( y = 4.6 \) does not satisfy both equations simultaneously.

To correctly solve the system:
\[4x + y = 7\]
\[3x + 2y = 4\]

We can use substitution or elimination methods. For instance, using elimination, we can multiply the first equation by 2 to align coefficients of \( y \):

\[8x + 2y = 14\]
\[3x + 2y = 4\]

Subtracting the second equation from the first:

\[5x = 10\]

So,

\[x = 2\]

Substituting \( x = 2 \) back into the first original equation:

\[4(2) + y = 7\]
\[8 + y = 7\]
\[y = -1\]

Thus, the correct solution is \( x = 2 \) and \( y = -1 \).","When asked to solve simultaneous equations, believes they can just find values that work in one equation"
1831,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -7.5 \)
ConstructName: Read a decimal on a scale where the required measurement is marked by a dash between two numbers
QuestionText: What is the value of A? ![A horizontal number-line with 11 vertical, equally spaced, dashes representing the position of numbers. ""-4"" below the 2nd dash and ""5"" below the last dash are the only numbers marked on the line. An arrow, labelled ""A"" is pointing halfway between the 5th and 6th dashes. ]()",The given answer is incorrect. The correct value for point A should be \( 3.5 \).,When placing a negative number on a number line student assumes numbers with a greater absolute value are placed to the right.
4273,"Instruction: Why is the given answer wrong under such circumstances?
answer: Neither is correct
ConstructName: Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object
QuestionText: Tom and Katie are discussing reflections ![Tom says this reflection will create a rectangle. There is a diagonal dashed line with a square sitting on the line.]() ![Katie says this reflection will create a square. There is a diagonal dashed line with a rectangle sitting on the line.]() Who do you agree with?","Neither is correct. The reflection of a square across a diagonal line would result in a rectangle, not another square.",Cannot reflect shape when line of symmetry is diagonal 
897,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 \)
ConstructName: Identify the mode from a frequency table
QuestionText: The frequency table shows the grade achieved by some students in a maths exam.
What was the modal grade? ![\begin{tabular}{|c|c|}
\hline Grade & Frequency \\
\hline \( 1 \) & \( 3 \) \\
\hline \( 2 \) & \( 7 \) \\
\hline \( 3 \) & \( 3 \) \\
\hline \( 4 \) & \( 9 \) \\
\hline \( 5 \) & \( 1 \) \\
\hline
\end{tabular}]()","The given answer is wrong because the mode (the grade that appears most frequently) is \( 4 \), not \( 3 \). According to the frequency table, grade \( 4 \) has the highest frequency of \( 9 \) compared to grades \( 1 \), \( 2 \), and \( 5 \) which have frequencies of \( 3 \), \( 7 \), and \( 1 \) respectively.",Believes the mode is the most common frequency rather than the highest frequency
1315,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 \times 4 \times 3 \)
ConstructName: Calculate the surface area of a cuboid where the dimensions are given in the same units
QuestionText: Which of the following calculations would give you the total surface area of this cuboid in \( \mathrm{cm}^{2} \) ? ![A cuboid. The height is 4cm, the depth is 3cm and the width is 6cm.]()","The correct calculation to find the total surface area of a cuboid should be \( 2(lw + lh + wh) \), where \( l \) is the length, \( w \) is the width, and \( h \) is the height. Given the dimensions as provided in the question (length = 6 cm, width = 3 cm, height = 4 cm), the correct calculation would be:

\( 2(6 \times 3 + 6 \times 4 + 3 \times 4) = 2(18 + 24 + 12) = 2 \times 54 = 108 \)

So, the given answer of \( 6 \times 4 \times 3 \) is incorrect because it calculates only the volume of the cuboid, not its surface area.",Finds volume when asked for surface area
1873,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( x=2 y \)
ConstructName: Recognise the equations of horizontal lines from a diagram
QuestionText: What is the equation of this line? ![A set of axes with a line drawn on. The lines passes through the points: (0,2) (1,2) (2,2) (3,2) and (4,2)]()","The given answer is wrong for the question provided. The correct equation of the line in the diagram is \( x = 2 \), which indicates that the line passes through all the points with an x-coordinate of 2, regardless of the y-coordinate.","Believes the equation of a horizontal line is in the form x = ay, where a is the y intercept"
3909,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10 \times 7 \times 12 \)
ConstructName: Convert from weeks to hours
QuestionText: Which one of the following calculations would work out the number of hours in \( 10 \) weeks?",The correct calculation should be \( 10 \times 7 \times 24 \).,Thinks there are 12 hours in 1 day
2431,"Instruction: Why is the given answer wrong under such circumstances?
answer: QPRS
ConstructName: Use common conventions for labelling the sides of shapes
QuestionText: Which of the following is a correct way to describe the highlighted side of this shape? ![A  4 sided shape with two pairs of parallel sides. Each vertex (corner) is labelled with a letter. The bottom right is S, the bottom left is P, the top left is Q and the top right is R. The side joining P and Q is highlighted in red.]()","The given answer ""QPRS"" is wrong because it appears to be a misinterpretation of the shape's labeling or a mistake in identifying which side is being described. In the provided image, the highlighted side is between points P and Q, not spanning from Q to R as ""QPRS"" suggests.",Does not know the correct notation for labelling a side length
3632,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \begin{array}{l}x=-8 \\ y=12\end{array} \)
ConstructName: Identify pairs of numbers that satisfy an equation with two unknowns 
QuestionText: \( x+y=20 \) Which pair of numbers fits the equation?","The given answer is incorrect because it does not provide a pair of numbers that satisfy the equation \(x + y = 20\). The correct answer should be a pair like (8, 12) or (-8, 28), etc., but the specific pair provided is \(x = -8\) and \(y = 12\), which does not fit the equation as \(-8 + 12 = 4 \neq 20\).",substitutes incorrectly
1455,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 343 \mathrm{~cm} \)
ConstructName: Given the area of a square, calculate a missing dimension
QuestionText: A shape is made up a square and regular pentagon.
The area of the square is \( 196 \mathrm{~cm}^{2} \).

What is the perimeter of the compound shape? ![A regular pentagon with a square joined along one edge]()","The given answer is incorrect. The correct perimeter depends on how the square and the pentagon are joined, but without specific details about their arrangement, it's impossible to determine the exact perimeter. The area of the square is given as \( 196 \mathrm{~cm}^2 \), which means each side of the square is \( 14 \mathrm{~cm} \). However, without knowing how the pentagon is attached to the square, we cannot calculate the total perimeter.",Thinks that square root is found by dividing by 4
296,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 100 \)
ConstructName: Convert between l and m³ 
QuestionText: \[
100 \text { litres = }
\square \, cubic \, metres
\]",The correct answer should be \( 1 \) instead of \( 100 \).,Thinks 1l = 1 cubic metre
2619,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Round numbers greater than 1 to two significant figures
QuestionText: Tom and Katie are arguing about rounding.

Tom says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 1 \) significant figure is \( \mathbf{6 0 0} \)

Katie says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 2 \) significant figures is \( \mathbf{6 0 0} \)

Who is correct?",Both Tom and Katie are incorrect.,Rounds down instead of up when next digit is 5
70,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 x-5 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand and simplify:
\[
4(2 x+1)-(5 x-9)
\]","The given answer is incorrect. The correct expansion and simplification of the expression is:

\[ 8x + 4 - 5x + 9 = 3x + 13 \]",Does not realise that subtracting a negative is the same as adding it's additive inverse
811,"Instruction: Why is the given answer wrong under such circumstances?
answer: To get the next term you add \( 3 \) to the previous term
ConstructName: Describe a term-to-term sequence
QuestionText: Which of the following term-to-term rule describes this sequence?
\[
2, \quad 5, \quad 14, \quad 41 \ldots
\]","The given answer is wrong because the term-to-term rule provided does not correctly describe the sequence \(2, 5, 14, 41, \ldots\). The correct rule should be that each term is obtained by multiplying the previous term by 3 and then adding 1, not just adding 3.",Uses only the first two terms of a sequence to work out a term-to-term rule
308,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y x+b 3 \)
ConstructName: Write algebraic expressions with correct algebraic convention
QuestionText: Which answer shows the following calculation using the correct algebraic convention?
\(
y \times x+b \times 3
\)",\( yx + 3b \),Writes the variable before the coefficient in an algebraic term
2292,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( (w-4)^{2}=0 \)
ConstructName: Solve quadratic equations using completing the square in the form (x + q)² + r 
QuestionText: One of these equations has no real solutions
Which is it?","The given answer is wrong because \((w-4)^{2}=0\) does not represent an equation with no real solutions. Instead, it represents an equation with one real solution, \(w=4\). An equation with no real solutions would be like \((w-4)^{2}+1=0\), which simplifies to \((w-4)^{2}=-1\), and since squares of real numbers cannot be negative, this equation has no real solutions.",Believes 0 has no square root
1094,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.0098 \)
ConstructName: Round numbers to two decimal places
QuestionText: \( 0.009753 \)
What is this number rounded to \( 2 \) decimal places?",The correct answer should be \( 0.01 \).,Rounds to the wrong degree of accuracy (significant figures rather than decimal places)
3349,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 45000 \)
ConstructName: Convert between cm and m
QuestionText: \[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] ",The given answer is wrong. The correct conversion should be \( 4.5 \) meters.,Multiplies when converting to a larger unit
3927,"Instruction: Why is the given answer wrong under such circumstances?
answer: D
ConstructName: Mark a point in the second quadrant of a 2D grid having been given its coordinates, where both values are integers
QuestionText: Which region describes where \( \boldsymbol{x}>\mathbf{0} \) and \( \boldsymbol{y}<\mathbf{0} \) ? ![A set of axis showing all four quadrants. y axis from -3 to 3 and x axis from -3 to 3]()","The given answer is wrong because the question asks for a specific region defined by \(x > 0\) and \(y < 0\), which corresponds to the second quadrant. The correct answer should be labeled as ""B"" for the second quadrant.",Mixes up greater than and less than symbols
1263,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 2 \)
ConstructName: Read an integer on a scale where the required measurement is marked by a dash between two numbers
QuestionText: What is the value of B? ![A vertical number-line with 7 horizontal, equally spaced, dashes representing the position of numbers. ""-8"" next to the bottom dash and ""4"" next to the top dash are the only numbers marked on the line. An arrow, labelled ""B"" is pointing at the dash that is 2 below the ""4"" label and 4 above the ""-8"" label. ]()",The given answer is incorrect. The correct value for B should be -6.,"When reading integers on a number line, assumes each dash is 1"
4119,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A graph with time on the horizontal axis and distance on the vertical axis. The graph starts at the origin, travels right and up in a straight line, travels horizontally right, then travels right and down in a more steep straight line than the start, until it reaches the horizontal axis.]()
ConstructName: Given a situation sketch an appropriate speed-time graph
QuestionText: Sunita accelerates quickly, then travels at a constant speed, then slowly comes to rest. Which of the following velocity \( (v) \) time \( (t) \) graphs is most likely to illustrate Sunita's journey?","The given answer is incorrect because it depicts a straight line motion, which does not match the described journey where Sunita accelerates quickly, travels at a constant speed, and then decelerates slowly. A straight line graph indicates uniform motion, while the description specifies varying speeds.",Believes a steeper downwards line on a graph means a slower decrease
1705,"Instruction: Why is the given answer wrong under such circumstances?
answer: Jodie is walking away from home
ConstructName: Interpret horizontal sections of a displacement-time graph
QuestionText: This graph shows how far Jodie is from home whilst she is out on a walk.
What might the horizontal represent? ![The image is a distance-time graph. The graph is in three sections. The first section starts at (0,0) and is a sloped line with positive gradient. The second section is a horizontal line. The third section is a sloped line with negative gradient that ends when it touches the Time axis.]()","The given answer is wrong because ""Jodie is walking away from home"" does not accurately describe the horizontal section of the displacement-time graph shown. In a horizontal section of a displacement-time graph, the object's displacement does not change over time, meaning Jodie is stationary relative to her starting point.",Confuses rest and movement on a distance time graph
1501,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 12: 75 \)
ConstructName: Solve problems involving adding a period of time on to a given start time
QuestionText: A coach takes \( 3 \) hours \( 50 \) minutes to complete a journey from Manchester to London.

If the coach leaves Manchester at 09:25, what time does it arrive in London?","The given answer \( 12: 75 \) is wrong because it is not a valid time format. Valid time formats should be in the form of hours and minutes (e.g., 12:45).",Answers as if there are 100 minutes in an hour
783,"Instruction: Why is the given answer wrong under such circumstances?
answer: Only Tom
ConstructName: Order decimals with the same number of digits
QuestionText: Tom and Katie are discussing how to order decimals.

Tom says \( 0.60 \) is greater than \( 0.06 \)

Katie says \( 0.5993 \) is greater than \( 0.5399 \)

Who is correct?","The given answer ""Only Tom"" is wrong under such circumstances.",Does not know how to compare decimal numbers
1210,"Instruction: Why is the given answer wrong under such circumstances?
answer: B
ConstructName: Find the gradient of a line written in the form ax + by = c
QuestionText: In which region would \( x+y=1 \) belong? ![A Venn diagram with two intersecting sets. The set on the right is 'Crosses the y-axis at (0,1)' and the set of the right is 'Has a positive gradient'. A is in the 'Crosses the y-axis at (0,1)' set only, B is in the intersection, C is in the 'Has a positive gradient' only and D is outside both sets.]()","The given answer is wrong because the question asks for the region where the line \(x + y = 1\) belongs, and based on the provided Venn diagram, the correct region is ""A"" since it crosses the y-axis at (0,1) but does not have a positive gradient. Therefore, the correct answer should be ""A"".",Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c
1702,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 \mathrm{~cm} \)
ConstructName: Interpret continuous data using a line graph
QuestionText: This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?","The given answer is incorrect. According to the graph, at the first minute, the water depth was 1 cm and at the third minute, it was 6 cm. Therefore, the difference between the first minute and the third minute is \( 6 - 1 = 5 \) cm.",Does not understand the command word 'difference'
