index,Prompt,Generated Response,Expected Misconception
2788,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Factorise a quadratic expression in the form x² - bx - c
QuestionText: Tom and Katie are arguing about factorising. Tom says \( x^{2}+5 x+6 \equiv(x+3)(x+2) \) 
Katie says \( x^{2}-5 x-6 \equiv(x-3)(x-2) \) 
Who is correct?","Both Tom and Katie

The provided expressions and factorizations are incorrect.

For the expression \( x^2 + 5x + 6 \):
\[ x^2 + 5x + 6 = (x + 2)(x + 3) \]
This is because \( (x + 2)(x + 3) = x^2 + 3x + 2x + 6 = x^2 + 5x + 6 \).

For the expression \( x^2 - 5x - 6 \):
\[ x^2 - 5x - 6 = (x - 6)(x + 1) \]
This is because \( (x - 6)(x + 1) = x^2 + x - 6x - 6 = x^2 - 5x - 6 \).

Therefore, neither Tom nor Katie is correct.",Believes multiplying two negatives gives a negative answer
1641,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 9 \)
ConstructName: Identify and count the faces, vertices and edges of a 3D shape
QuestionText: ![Line drawing of a triangular prism]() How many faces does this prism have?",9,Confuses the terms faces and edges
1397,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.3 \)
ConstructName: Given a positive x value, find the corresponding y value for reciprocal graphs
QuestionText: This is a part of the table of values for the equation \( y=\frac{3}{x} \) \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.1 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",\( 30 \),Multiplies instead of divides when division is written as a fraction
3351,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.006 \% \)
ConstructName: Convert decimals less than 1 with 1 decimal place to percentages
QuestionText: Convert this decimal to a percentage
\[
0.6
\]",\( 60\% \),Divides instead of multiplies when converting a decimal to a percentage
1261,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -0.333 \ldots \)
ConstructName: Find the reciprocal of a fraction
QuestionText: What is the reciprocal of \( -\frac{1}{3} \) ?",0,Has an incorrect assumption about the definition of a reciprocal
3681,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 52 \% \)
ConstructName: Convert fractions to percentages containing 1 decimal place
QuestionText: What is \( \frac{13}{40} \) written as a percentage?",52.5%,Believes a fraction out of a number other than 100 represents a percentage
584,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 734 \)
ConstructName: Write a missing term of a descending integer linear sequence
QuestionText: \begin{tabular}{lclclclc|c|} \hline \(\bigstar\) & \( \;\) & 712 & \( \;\) &  \( \;\)\end{tabular} A descending linear sequence has a constant difference of \( 22 \) and the \( 3^{\text {rd }} \) term is \( 712 \).
What should replace the star?",734,When asked for a specific term in a sequence gives the next term
2037,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 64 \)
ConstructName: Use the order of operations to carry out calculations involving roots
QuestionText: \( \sqrt{8^{2}}= \)",64,Has completed only one of the two operations.
3960,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3 y^{3}}{2 y^{2}+3 y} \)
ConstructName: Simplify an algebraic fraction by factorising the denominator
QuestionText: Simplify the following: \( \frac{9 y^{3}}{6 y^{2}+3 y} \)",138,Thinks you can divide terms by different factors when simplifying an algebraic fraction
297,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1^{\text {st }} \) Dolphin
\( 2^{\text {nd }} \) Shark
\( 3^{\text {rd }} \) Starfish
ConstructName: Order negative decimals with the same number of digits
QuestionText: Here are the depths below sea level of \( 3 \) creatures:
Starfish: \( -7 m \)
Shark: \( -9 m \)
Dolphin: \( -8.3 \mathrm{~m} \)
Arrange their depths in ascending order, starting with the deepest",700,"Thinks the more digits a number has the greater it is, regardless of place value"
1480,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \triangle=-16 \)
ConstructName: Complete the square for expressions that end up in the form a(x + b)² + c
QuestionText: When Aaron completes the square, what should replace the triangle?
\(
3 g^{2}-18 g-7 \equiv 3(g-3)^{2} \triangle
\)",\( \triangle=-25 \),"When multiplying out 2 or more brackets, does not multiply all the combinations of terms"
3720,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3}{s t} \)
ConstructName: Multiply algebraic fractions where the numerators and denominators are all single terms
QuestionText: Express the following as a single fraction, writing your answer as simply as possible:

\(
\frac{1}{s} \times \frac{2}{t}
\)","The given answer is wrong under such circumstances because it should be:

\(
\frac{1 \times 2}{s \times t} = \frac{2}{st}
\)

So the correct answer is \(\frac{2}{st}\).","When multiplying fractions, adds the numerators and multiplies the denominators"
252,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 h^{2}=300 \)
\( (3 h)^{2}=300 \)
ConstructName: Substitute positive integer values into expressions involving powers or roots
QuestionText: When \( h=10 \)
Which of the following pairs of statements is true?","10² = 300  
(3*10)² = 300",Answers order of operations questions with brackets as if the brackets are not there
2450,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3}{9} \)
ConstructName: Add proper fractions with different denominators where one is a multiple of the other
QuestionText: Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",\( \frac{3}{9} \),Does not consider the denominator when adding/ subtracting fractions. Adds/subtracts the numerator and makes the denominator the one with the highest value.
2656,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 64 \)
ConstructName: Read values off a real life graph
QuestionText: ![A linear graph showing that 10 miles = £8. ]() The graph can be used to work out how much Kay's company pays her for travel.

Kay's company paid her \( £ 80 \)

How many miles did she travel?",64,"When reading value from graph, reads from the wrong axes."
2921,"Instruction: Why is the given answer wrong under such circumstances?
answer: Variable
ConstructName: Recognise and name a formula
QuestionText: Which of the following is the most appropriate word to describe: \( V=\frac{1}{3} \pi r^{2} h \) ![A cone, with the dimensions labelled h and r]()",Variable,Confuses a variable with a formula
1228,"Instruction: Why is the given answer wrong under such circumstances?
answer: Write the numbers in ascending order.
ConstructName: Calculate the range from a list of data
QuestionText: When finding the range of a data set, what is the first step?",235,Finds the median instead of the range
3392,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 15 \mathrm{~cm}^{2} \)
ConstructName: Calculate the area of a parallelogram where the dimensions are given in the same units
QuestionText: What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",150,Has found the area of a triangle rather than an area of a parallelogram
2183,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A function machine which has 4 parts joined by arrows pointing from left to right. ""𝑥"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""✕ 2"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""+ 4"" written inside it, followed by a horizontal arrow pointing to ""y"".]()
ConstructName: Express a non-linear equation as a function machine
QuestionText: Which function machine matches the equation \( y=x^{2}+4 ? \)",1000,Mixes up squaring and multiplying by 2 or doubling
3064,"Instruction: Why is the given answer wrong under such circumstances?
answer: They add together to make \[180\degree\]
ConstructName: Recognise the angles around a point relationship
QuestionText: What is the relationship between these two angles? ![\( \theta \)]()",500,Believes angles around a point sum to 180
2836,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( p>-2 \)
ConstructName: Solve one-step linear inequalities in one variable where the variable appears on one side of the equation
QuestionText: Solve the inequality:
\(-3>p-1\)","The given answer is wrong because it solves the inequality as \( p > -2 \), but the correct solution is \( p < -2 \).

Here’s the step-by-step solution:

Given inequality:
\[
-3 > p - 1
\]

To isolate \( p \), you need to add 1 to both sides of the inequality:
\[
-3 + 1 > p - 1 + 1
\]
\[
-2 > p
\]

This can also be written as:
\[
p < -2
\]

So, the correct answer should be \( p < -2 \), not \( p > -2 \).",Believes the sides of an inequality can be switched without changing the direction of the sign
3380,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \{x \geq-2\} \cup\{x \leq 3\} \)
ConstructName: Solve quadratic inequalities from the graph of the quadratic
QuestionText: Using the graph of
\(
y=x^{2}-x-6
\)

What is the correct way to write the solution to
\(
y=x^{2}-x-6 \geq 0 ?
\) ![The is a parabolic graph that crosses the x axis at the points (-2,0) and (3,0) and crosses the y axis at (0, -6).]()",0,Mixes up greater than and less than symbols
3588,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \bigcirc=+10 \)
ConstructName: Expand two brackets with linear terms in the form (x + a)(x + b)
QuestionText: What should replace the circle when these two brackets are expanded and simplified?
\(
(p-5)(p+2) \equiv p^{2} \triangle p \bigcirc
\)",\( \bigcirc=-10 \),Believes multiplying a positive by a negative gives a positive answer
3537,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -32 \)
ConstructName: Given a negative x value, find the corresponding y value for curves in the form y = x² + c
QuestionText: This is a part of the table of values for the equation
\(y=x^{2}+4\) \begin{tabular}{|l|l|}
\hline\( x \) & \( -6 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",-32,Believes the square of a negative will also be negative
1896,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 40 \mathrm{~g} \)
ConstructName: Convert between kg and g
QuestionText: A \( 0.5 \) kilogram weight has \( 10 \) grams shaved off it.

What is the mass of the weight that remains?
Give your answer in grams.",400,Thinks there are 100g in a kilogram
157,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 7 \)
ConstructName: Round numbers greater than 1 to two significant figures
QuestionText: \(
180.5672
\)

What is the second significant figure in the number above?",7,Does not understand the first significant value is the first non-zero digit number
3298,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 8 \)
ConstructName: Recognise cube numbers
QuestionText: What is the smallest odd cube number?",0,Mixes up odd and even numbers
497,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{8}{20} \)
ConstructName: Add proper fractions with the same denominator
QuestionText: Work out:
\(
\frac{3}{10}+\frac{5}{10}
\)
Write your answer in its simplest form.",\( \frac{8}{20} \),"When adding fractions, adds the numerators and denominators"
2586,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \begin{array}{l}x=0.6 \\ y=4.6\end{array} \)
ConstructName: Solve linear simultaneous equations requiring a scaling of one expression
QuestionText: What is a correct solution for the following pair of simultaneous equations:
\[4x+y=7\]
\[3x+2y=4\]","The given answer \(x=0.6, y=4.6\) is incorrect for the provided system of simultaneous equations:

\[4x + y = 7\]
\[3x + 2y = 4\]

To solve this, let's use the method of elimination or substitution. Here, we'll use the elimination method.

First, we'll eliminate \(y\) by making the coefficients of \(y\) in both equations the same. We can do this by multiplying the first equation by 2:

\[2(4x + y) = 2(7)\]
\[8x + 2y = 14\]

Now we have:
\[8x + 2y = 14\]
\[3x + 2y = 4\]

Next, we subtract the second equation from the first:

\[(8x + 2y) - (3x + 2y) = 14 - 4\]
\[8x + 2y - 3x - 2y = 10\]
\[5x = 10\]
\[x = 2\]

Now that we have \(x = 2\), we can substitute this value back into one of the original equations to find \(y\). Let's use the first equation:

\[4x + y = 7\]
\[4(2) + y = 7\]
\[8 + y = 7\]
\[y = 7 - 8\]
\[y = -1\]

So the correct solution is:
\[x = 2, y = -1\]

Therefore, the given answer \(x=0.6, y=4.6\) is wrong.","When asked to solve simultaneous equations, believes they can just find values that work in one equation"
1831,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -7.5 \)
ConstructName: Read a decimal on a scale where the required measurement is marked by a dash between two numbers
QuestionText: What is the value of A? ![A horizontal number-line with 11 vertical, equally spaced, dashes representing the position of numbers. ""-4"" below the 2nd dash and ""5"" below the last dash are the only numbers marked on the line. An arrow, labelled ""A"" is pointing halfway between the 5th and 6th dashes. ]()",3.75,When placing a negative number on a number line student assumes numbers with a greater absolute value are placed to the right.
4273,"Instruction: Why is the given answer wrong under such circumstances?
answer: Neither is correct
ConstructName: Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object
QuestionText: Tom and Katie are discussing reflections ![Tom says this reflection will create a rectangle. There is a diagonal dashed line with a square sitting on the line.]() ![Katie says this reflection will create a square. There is a diagonal dashed line with a rectangle sitting on the line.]() Who do you agree with?",Neither is correct,Cannot reflect shape when line of symmetry is diagonal 
897,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 \)
ConstructName: Identify the mode from a frequency table
QuestionText: The frequency table shows the grade achieved by some students in a maths exam.
What was the modal grade? ![\begin{tabular}{|c|c|}
\hline Grade & Frequency \\
\hline \( 1 \) & \( 3 \) \\
\hline \( 2 \) & \( 7 \) \\
\hline \( 3 \) & \( 3 \) \\
\hline \( 4 \) & \( 9 \) \\
\hline \( 5 \) & \( 1 \) \\
\hline
\end{tabular}]()",answer: \( 4 \),Believes the mode is the most common frequency rather than the highest frequency
1315,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 \times 4 \times 3 \)
ConstructName: Calculate the surface area of a cuboid where the dimensions are given in the same units
QuestionText: Which of the following calculations would give you the total surface area of this cuboid in \( \mathrm{cm}^{2} \) ? ![A cuboid. The height is 4cm, the depth is 3cm and the width is 6cm.]()",6 × 4 × 3,Finds volume when asked for surface area
1873,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( x=2 y \)
ConstructName: Recognise the equations of horizontal lines from a diagram
QuestionText: What is the equation of this line? ![A set of axes with a line drawn on. The lines passes through the points: (0,2) (1,2) (2,2) (3,2) and (4,2)]()",5,"Believes the equation of a horizontal line is in the form x = ay, where a is the y intercept"
3909,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10 \times 7 \times 12 \)
ConstructName: Convert from weeks to hours
QuestionText: Which one of the following calculations would work out the number of hours in \( 10 \) weeks?",1200,Thinks there are 12 hours in 1 day
2431,"Instruction: Why is the given answer wrong under such circumstances?
answer: QPRS
ConstructName: Use common conventions for labelling the sides of shapes
QuestionText: Which of the following is a correct way to describe the highlighted side of this shape? ![A  4 sided shape with two pairs of parallel sides. Each vertex (corner) is labelled with a letter. The bottom right is S, the bottom left is P, the top left is Q and the top right is R. The side joining P and Q is highlighted in red.]()",QPR,Does not know the correct notation for labelling a side length
3632,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \begin{array}{l}x=-8 \\ y=12\end{array} \)
ConstructName: Identify pairs of numbers that satisfy an equation with two unknowns 
QuestionText: \( x+y=20 \) Which pair of numbers fits the equation?","5, 15",substitutes incorrectly
1455,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 343 \mathrm{~cm} \)
ConstructName: Given the area of a square, calculate a missing dimension
QuestionText: A shape is made up a square and regular pentagon.
The area of the square is \( 196 \mathrm{~cm}^{2} \).

What is the perimeter of the compound shape? ![A regular pentagon with a square joined along one edge]()",50,Thinks that square root is found by dividing by 4
296,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 100 \)
ConstructName: Convert between l and m³ 
QuestionText: \[
100 \text { litres = }
\square \, cubic \, metres
\]",\( 0.100 \),Thinks 1l = 1 cubic metre
2619,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Round numbers greater than 1 to two significant figures
QuestionText: Tom and Katie are arguing about rounding.

Tom says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 1 \) significant figure is \( \mathbf{6 0 0} \)

Katie says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 2 \) significant figures is \( \mathbf{6 0 0} \)

Who is correct?","Both Tom and Katie

The number \(605.76\) rounded to 1 significant figure is \(600\), as the first significant figure is 6 and the subsequent digits determine it should round to the next hundred.

However, when rounding to 2 significant figures, the number becomes \(610\). The first two significant figures are 6 and 0, and the next digit (7) dictates that the number rounds up to the next ten, resulting in 610.",Rounds down instead of up when next digit is 5
70,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 x-5 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand and simplify:
\[
4(2 x+1)-(5 x-9)
\]",3x-5,Does not realise that subtracting a negative is the same as adding it's additive inverse
811,"Instruction: Why is the given answer wrong under such circumstances?
answer: To get the next term you add \( 3 \) to the previous term
ConstructName: Describe a term-to-term sequence
QuestionText: Which of the following term-to-term rule describes this sequence?
\[
2, \quad 5, \quad 14, \quad 41 \ldots
\]",257,Uses only the first two terms of a sequence to work out a term-to-term rule
308,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y x+b 3 \)
ConstructName: Write algebraic expressions with correct algebraic convention
QuestionText: Which answer shows the following calculation using the correct algebraic convention?
\(
y \times x+b \times 3
\)",\( yx + 3b \),Writes the variable before the coefficient in an algebraic term
2292,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( (w-4)^{2}=0 \)
ConstructName: Solve quadratic equations using completing the square in the form (x + q)² + r 
QuestionText: One of these equations has no real solutions
Which is it?",\( (w-4)^{2}=0 \),Believes 0 has no square root
1094,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.0098 \)
ConstructName: Round numbers to two decimal places
QuestionText: \( 0.009753 \)
What is this number rounded to \( 2 \) decimal places?",0.01,Rounds to the wrong degree of accuracy (significant figures rather than decimal places)
3349,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 45000 \)
ConstructName: Convert between cm and m
QuestionText: \[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] ",4.5,Multiplies when converting to a larger unit
3927,"Instruction: Why is the given answer wrong under such circumstances?
answer: D
ConstructName: Mark a point in the second quadrant of a 2D grid having been given its coordinates, where both values are integers
QuestionText: Which region describes where \( \boldsymbol{x}>\mathbf{0} \) and \( \boldsymbol{y}<\mathbf{0} \) ? ![A set of axis showing all four quadrants. y axis from -3 to 3 and x axis from -3 to 3]()",D,Mixes up greater than and less than symbols
1263,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 2 \)
ConstructName: Read an integer on a scale where the required measurement is marked by a dash between two numbers
QuestionText: What is the value of B? ![A vertical number-line with 7 horizontal, equally spaced, dashes representing the position of numbers. ""-8"" next to the bottom dash and ""4"" next to the top dash are the only numbers marked on the line. An arrow, labelled ""B"" is pointing at the dash that is 2 below the ""4"" label and 4 above the ""-8"" label. ]()",\( 2 \),"When reading integers on a number line, assumes each dash is 1"
4119,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A graph with time on the horizontal axis and distance on the vertical axis. The graph starts at the origin, travels right and up in a straight line, travels horizontally right, then travels right and down in a more steep straight line than the start, until it reaches the horizontal axis.]()
ConstructName: Given a situation sketch an appropriate speed-time graph
QuestionText: Sunita accelerates quickly, then travels at a constant speed, then slowly comes to rest. Which of the following velocity \( (v) \) time \( (t) \) graphs is most likely to illustrate Sunita's journey?",1000,Believes a steeper downwards line on a graph means a slower decrease
1705,"Instruction: Why is the given answer wrong under such circumstances?
answer: Jodie is walking away from home
ConstructName: Interpret horizontal sections of a displacement-time graph
QuestionText: This graph shows how far Jodie is from home whilst she is out on a walk.
What might the horizontal represent? ![The image is a distance-time graph. The graph is in three sections. The first section starts at (0,0) and is a sloped line with positive gradient. The second section is a horizontal line. The third section is a sloped line with negative gradient that ends when it touches the Time axis.]()",500,Confuses rest and movement on a distance time graph
1501,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 12: 75 \)
ConstructName: Solve problems involving adding a period of time on to a given start time
QuestionText: A coach takes \( 3 \) hours \( 50 \) minutes to complete a journey from Manchester to London.

If the coach leaves Manchester at 09:25, what time does it arrive in London?","\( 12: 75 \) is not a valid time format. The correct answer should be in the format of hours and minutes, typically written as HH:MM.",Answers as if there are 100 minutes in an hour
783,"Instruction: Why is the given answer wrong under such circumstances?
answer: Only Tom
ConstructName: Order decimals with the same number of digits
QuestionText: Tom and Katie are discussing how to order decimals.

Tom says \( 0.60 \) is greater than \( 0.06 \)

Katie says \( 0.5993 \) is greater than \( 0.5399 \)

Who is correct?",Only Katie,Does not know how to compare decimal numbers
1210,"Instruction: Why is the given answer wrong under such circumstances?
answer: B
ConstructName: Find the gradient of a line written in the form ax + by = c
QuestionText: In which region would \( x+y=1 \) belong? ![A Venn diagram with two intersecting sets. The set on the right is 'Crosses the y-axis at (0,1)' and the set of the right is 'Has a positive gradient'. A is in the 'Crosses the y-axis at (0,1)' set only, B is in the intersection, C is in the 'Has a positive gradient' only and D is outside both sets.]()",B,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c
1702,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 \mathrm{~cm} \)
ConstructName: Interpret continuous data using a line graph
QuestionText: This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?",6cm,Does not understand the command word 'difference'
2653,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Calculate the range from a list of data
QuestionText: Tom and Katie are discussing the \( 5 \) plants with these heights:
\[
23 \mathrm{~cm}, \quad 17 \mathrm{~cm}, \quad 40 \mathrm{~cm}, \quad 25 \mathrm{~cm}, \quad 31 \mathrm{~cm}
\]

Tom says if all the plants doubled in height, the range wouldn't change.

Katie says if all the plants grew by \( 12 \mathrm{~cm} \) each, the range wouldn't change.
Who do you agree with?","Both Tom and Katie

The range is the difference between the maximum and minimum values in a dataset. Doubling the height of all plants or adding a fixed value (like 12 cm) to each plant's height will shift all values up or down uniformly but will not change the difference between the maximum and minimum values. Therefore, the range will remain the same in both scenarios.",Believes if you changed all values by the same proportion the range would not change
1894,"Instruction: Why is the given answer wrong under such circumstances?
answer: A hexagon
ConstructName: Given the number of sides of a polygon identify the name
QuestionText: A ten sided polygon is also known as...",A decagon,Does not understand the naming structure of polygons
3916,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 152 \)
ConstructName: Continue a sequence involving triangle numbers
QuestionText: Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?",\( 152 \),Believes the difference between triangle numbers remains the same
2978,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( m^{3} \)
ConstructName: Identify a unit of volume or capacity
QuestionText: James has answered a question on volume. His answer is 8.5.
Behind the star he has written the units that he used.

\(
8.5 \,\bigstar
\)

Which of the following units is definitely wrong?",1755,Does not know that units of volume are usually cubed
2697,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 14 \) hours and \( 66 \) minutes
ConstructName: Convert from minutes to hours
QuestionText: \( 3 \) hours \( +700 \) minutes \( = \)",14 hours and 66 minutes,Answers as if there are 100 minutes in an hour when writing minutes as decimals
1670,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( x=0 \)
ConstructName: Given a sketch of a linear graph solve f(x) = 0
QuestionText: This is a graph of
\(y=1-0.4 x\) ![A set of axes with y=1-0.4x drawn on.]() Use the graph to solve
\(1-0.4 x=0\)",0,Believes the solution of mx + c = 0 is x =0
1910,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 35-7 \)
ConstructName: Identify that a problem needs to be solved using multiplication
QuestionText: Which of the following calculations would solve this problem?
Fred is monitoring the growth of his plant. The plant grew \( 7 \mathrm{~cm} \) every week for \( 35 \) weeks.
By how much did the plant grow in total?","The given answer is \( 35-7 \), which is incorrect based on the problem statement. The correct approach to solve this problem involves multiplication.

### Analysis:
- Fred’s plant grows \( 7 \) cm every week.
- It grows for \( 35 \) weeks.

To find the total growth, we need to multiply the weekly growth by the number of weeks:
\[ \text{Total Growth} = 7 \, \text{cm/week} \times 35 \, \text{weeks} \]

Calculating this gives:
\[ \text{Total Growth} = 245 \, \text{cm} \]

### Correct Calculation:
\[ 7 \times 35 = 245 \]

So, the correct answer should be \( 245 \).

### Constructed Name:
Identify that a problem needs to be solved using multiplication

### Question Text:
Which of the following calculations would solve this problem?

**Fred is monitoring the growth of his plant. The plant grew \( 7 \mathrm{~cm} \) every week for \( 35 \) weeks. By how much did the plant grow in total?**

**Options:**
A) \( 35-7 \)
B) \( 7 + 35 \)
C) \( 7 \times 35 \)
D) \( 35 \div 7 \)",Subtracts rather than multiplies when answering worded problems
2098,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1.6 \)
ConstructName: Multiply two decimals together with the same number of decimal places
QuestionText: \( 0.2 \times 0.8= \)",1.6,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal"
134,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -23 \)
ConstructName: Simplify algebraic expressions to maintain equivalence by collecting like terms involving non-linear variables
QuestionText: \(
x(3 x-5)+6(2 x-3) \equiv P x^{2}+Q x+R
\)

What is the value of \( R \) ?",\( -30 \),Believes you can add or subtract from inside brackets without expanding when solving an equation
2407,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 30 \)
ConstructName: Convert from hours to minutes
QuestionText: \( 3 \) hours is the same as ___________ minutes",0,Thinks there are 10 minutes in an hour
3625,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{20 \times 15}{2} \)
ConstructName: Calculate the area of an isosceles triangle where the dimensions are given in the same units
QuestionText: Which of the following calculations would give the area of this triangle? ![A triangle with the base labelled with 40cm, the perpendicular height 15cm and the slant height labelled with 25 cm]()","The given answer is wrong under such circumstances because the provided calculation \(\frac{20 \times 15}{2}\) does not match the dimensions of the triangle described. The triangle has a base of 40 cm and a perpendicular height of 15 cm, but the slant height of 25 cm is not necessary to calculate the area of an isosceles triangle with these base and height.

To find the area of the triangle, you should use the formula:

\[ \text{Area} = \frac{1}{2} \times \text{base} \times \text{height} \]

Substituting the given values:

\[ \text{Area} = \frac{1}{2} \times 40 \times 15 \]

So the correct calculation is:

\[ \frac{40 \times 15}{2} \]

Not \(\frac{20 \times 15}{2}\).",Halves base but still divides product by 2 when finding area of a triangle
1351,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 4 \)
ConstructName: Calculate the median as an average from an even numbered list of data
QuestionText: What is the median of the following numbers?
\[
2,2,4,7,10,-15
\]",\( 2 \),When finding the median from a even dataset does not understand we must find the midpoint of the two values in the middle
2194,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( h=2.5 \mathrm{~cm} \)
ConstructName: Given the area of a trapezium, calculate a missing dimension
QuestionText: The area of this trapezium is \( 40 \mathrm{~cm}^{2} \). What would the perpendicular height, \( h \), of the trapezium be? ![Trapezium with parallel sides of lengths 6cm and 10cm]()",0,Does not divide by 2 when calculating the area of a trapezium
3365,"Instruction: Why is the given answer wrong under such circumstances?
answer: None of these
ConstructName: Represent written scenarios as ratios
QuestionText: For every \( 5 \) marbles Karen has, Marty has three times as many.

Write the number of marbles Karen and Marty have as a ratio, with Karen's part first.",None of these,Does not realise ratio in worded problem can be simplified
3125,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with positive, uphill gradient, then a horizontal line. The third section is another sloped line with a steeper positive gradient.]()
ConstructName: Given a situation sketch an appropriate displacement-time graph
QuestionText: John walks from home at a constant speed to a bench, stops for a rest, and then runs home at a constant speed. Which of the following displacement \( (d) \) time \( (t) \) graphs is most likely to illustrate John's journey?",100,Believes displacement continues to increase even when returning to starting point
1698,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \sqrt{47} \)
ConstructName: Recognise when a square root is a surd and when it is not
QuestionText: Which of the following is not a surd?",\( \sqrt{47} \),Does not recognise that a surd will simplify to a whole number and not longer be a surd if the number under the surd is a square number
3647,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 5: 8 \)
ConstructName: Express pictorial representations of objects as a ratio
QuestionText: ![A group of 8 squares and 5 circles]() What is the ratio of squares to circles?",5:8,Mixes up sides of a ratio
